Employer Name,Review Link,Job Title,Review Date,Review City Name,Review State Name,Current Job,Overall Satisfaction,Career Opportunities,Compensation & Benefits,Senior Leadership,Work-Life Balance,Culture & Values,Business Outlook,Recommend to Friend,CEO Approval,Pros,Cons,Advice to Sr. Management,Headline
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2408980.htm,Senior Sales Associate,2/27/2013,New York,New York State,Yes,3,3,3,2,3,2,Getting Worse,No,Disapprove,benefits from parent are good,limited directtion from mgmt and product focus, ,Mismanaged senior people
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2402086.htm, ,2/25/2013,New York,New York State,Yes,5,4,4,3,5,4,Getting Better,Yes,No Rating,"- Balanced work-life
- Friendly and relaxed work environment
- Good pay for amount of hours worked","- Career path uncertain
- S&P culture has changed the start-up atmosphere
- NOT finance", ,Great place to start a Career
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2387106.htm,Research Associate,2/20/2013,New Delhi,Delhi,Yes,3,3,3,3,4,3,Getting Better,Yes,Approve,"Company Policies, work life balance","Transperancy, restricted growth after sometime",none,research associate
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2374964.htm,Junior Data Analyst,2/16/2013,Hyderābād,Andhra Pradesh,Yes,2,1,1,1,4,2,Staying the Same,Yes,Approve,No work Pressure and cool going life.,"No learning, no growth, no devlopment",People are the foundation of any co. success.  should focus on people devlopment,"neutral, no pressure no learning"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2372436.htm, ,2/15/2013,London,England,No,4,4,3,4,4,4,Getting Better,Yes,Approve,"- high level of commitment towards work 
- good interpersonal skills and very friendly yet professional work environment
- opportunities within and across the industry",#NAME?, ,Highly motivated and intellectual colleagues
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2368021.htm,Sales,2/13/2013,New York,New York State,Yes,3,3,3,3,4,3,Staying the Same,Yes,Approve,"Company has a ton of assets.  They just need to put them together, and get organized to take things to the next level.","The game of fluffing the story up to make it sound better than it is goes up the chain so there is no focus on real problems.  Too much spin.  There also seems to be an affinity for hiring people that are under-achieving ivy league kids.  Top of the pack get real jobs, and this company is clearly meant to succeed in a blue collar financial services way.","Clean house if someone is doing a poor job.  Entitlement, and seniority should be cut off at inception.",At the cusp
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2362856.htm,JRA,2/12/2013,Hyderābād,Andhra Pradesh,Yes,1,1,5,1,1,1,Getting Worse,No,No Opinion,"i worked for  years in hyderabad capital iq
pros
no career growth
no leaves 
no week offs
ot ot ot","cons
ha ha ha fit for labors not employees
hourly to daily ot weeklu ot
over time 
managers shout for silly things
no professionalism
every one talks in telugu including MD
HR role is Nill  need some reference material to educate them
comes to TL's ha ha ha OMG they are dummy", ,hyderabad ciq
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2351425.htm, ,2/7/2013, , ,No,5,0,0,0,0,0, , ,No Rating,"Flexibility, good pay, fun environment.",Lack of vision. Not aligned with MHP.,Learn to embrace change.,Great place to start your career.
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2345581.htm, ,2/6/2013, , ,Yes,4,3,3,4,5,5, , ,No Rating,"very flexible working hours, nice colleagues and ability to deal with many financial instruments across different asset classes","The job doesn't follow the current financial market, so it is quite hard to get any investment knowledge. The opportunities for promotion are also very limited.", ,very flexible working hours and good company culture
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2342493.htm, ,2/5/2013,New York,New York State,No,2,2,3,1,4,2,Getting Worse,No,Disapprove,"Great entry level work, resume builder, benefits, telecommuting.","The company is too political, and to get ahead, you must kiss up to your manager and/or management.  Lou Eccleston and his Thomson cronies have not brought any value or market driven products to the marketplace.  As a result, he has taken the easy route by making a name for himself by reorganizing and most importantly, cutting costs.  Reducing staff, salaries, & compensation is the standard which has made for a very unhappy, insecure workforce that is fearful of losing their jobs.","McGraw Hill needs to change management and create a culture that values and rewards it's employees from the bottom up.  The company needs to make a real investment in market research in order to better understand the needs and wants of customers in order to bring real, market driven products instead of forcing unwanted products to customers.",A good company to work for at one time but management has changed it for the worse
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2336711.htm, ,2/3/2013, , ,Yes,4,4,5,4,4,4,Staying the Same,Yes,Approve,"Good working environment, supporting managers",No cons of working in this company, ,Satisfactory
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2333431.htm,Product Consultant,2/1/2013,New York,New York State,No,1,1,2,1,4,2,Getting Worse,No,Disapprove,No dress code. Not a serious job (take that as you will). Good people.,"The company is terrible. The leadership isn't there, the site is always broken, customers are leaving. They need to get back to basics- realizing that they are a software company. Too much emphasis on sales. You can't have 40% turnover in technology in under nine months and expect to be the same company. Too many old men making decisions.","Be upfront about the job people are applying for. I was an overachiever and even offered a promotion within the company which my boss blocked. It is a mess, don't work there.",Product Consultant
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2325928.htm, ,1/30/2013, , ,Yes,2,0,0,0,0,0,Getting Worse,No,Disapprove,"Good work/life balance.
Pays well enough.","Lou Eccleston, CEO, and Bob Coppola, CTO, in particular, are clueless to what really is going on within the company, and proven by their actions (or lack thereof), have no idea how to run a technology company.
Resources are spread too thin and product development has essentially ceased to exist.
Political nature of a large and old company makes it extremely inefficient to do almost anything.",Stop hiring current or former Thomson employees.  That company is a mess and we will just end up their same dismal position if we do not change our ways,Sales
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2319065.htm,Tech QA,1/28/2013,Gurgaon,Haryana,No,4,3,4,4,5,4,Getting Better,Yes,Approve,"Work life balance, salary, people",Limited vertical growth especially for laterals.,Segregate between lateral with skills and freshers.,Excellent place to work. Amazing experience
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2318797.htm, ,1/28/2013, , ,Yes,3,0,0,0,0,0, , ,No Rating,"Growth, less work load,fat bonus","Less learning, work becomes mundane", ,S&P Capital IQ
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2302395.htm,Software Engineer,1/22/2013,New York,New York State,Yes,2,2,3,2,4,2,Getting Worse,No,Disapprove,"Rarely need to work overtime/weekends
More freedom in terms of work hours than other jobs","Below market value pay (given the hrs, it's fair though)
Most development work is borderline data entry/content management.",None.,"Boring, mundane work"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2242689.htm, ,1/1/2013, , ,Yes,4,0,0,0,0,0, , ,No Rating,Great benefits and a fun place to work,"Company is rather new, so just a little bit unorganized", ,Good environment
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2242340.htm,Software Engineer,1/1/2013,New York,New York State,Yes,4,4,4,4,5,5,Getting Better,Yes,No Opinion,"1.  Flexible working hours
2.  No bossism 
3.  Balanced life and no pressure at all",Policies and system could be better organized., ,Excellent work culture
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2236820.htm, ,12/29/2012, , ,Yes,5,4,4,5,5,5,Getting Better,Yes,No Opinion,"good culture, encouraging and motivating leadership, good scope for personal career development, well organized, strong moral values","there are not many cons i could write here, if any thing then work would become monotonous after a while for some teams", ,work-life balance perfectly maintained
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2234967.htm, ,12/28/2012, , ,Yes,4,3,3,3,3,4,Getting Better,Yes,Approve,You can become a pro at anything you work,Can get relaxed at sometime, ,Good Overall Experience
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2196494.htm,Senior Team LEader,12/10/2012,Hyderābād,Andhra Pradesh,Yes,3,3,3,4,3,4,Getting Better,Yes,No Opinion,Great culture and good top management,not so great career betterment prospects,Ned to create nore projects,good company
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2194445.htm,Proofer Part-time,12/9/2012, , ,Yes,2,2,3,3,4,2,Getting Worse,No,No Opinion,"flexible hours
OK pay for the type of job
seemed too good to be true at the beginning, and it was","Very lengthy unpaid training, abysmal tech support, not enough work at the end
Required much deeper technical competence than in job description

I'm still employed as proofer, which is contract work requiring good knowledge of English and ability to listen to boring earning calls all day.  $20 an hour for part-time, at-home work. The proofing is not difficult, but their software is all over the map, different versions, doesn't load, nothing but frustration.","Streamline training process, don't hang new employees out to dry, better mentoring required","incoherent, disorganized, unrealistic expectations"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2175797.htm,Accountant,12/2/2012,Hyderābād,Andhra Pradesh,Yes,5,0,4,0,4,0,Staying the Same,Yes,No Rating,"Capital IQ is good working place in Hyderabad,it will be learn more,
This is most Popular company,Administration is very good",Capital IQ is a like  family type,Good managmet.,i like very much
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2165682.htm,Research Associate,11/28/2012,Gurgaon,Haryana,No,4,3,4,3,5,5,Getting Better,Yes,Approve,"good work life balance
good for graduates
competitve compensation","static work
data entry type of work",none,good
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2141643.htm, ,11/16/2012, , ,Yes,3,2,4,3,4,3,Getting Better,No,No Rating,"compensation, work environment, good for fresher","monotonus work after a while, limited career oppurtunities",should give opportunities to all,decent place to work as a fresher
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2140018.htm,Senior Research Associate,11/16/2012,Hyderābād,Andhra Pradesh,Yes,4,3,2,2,3,3,Getting Better, ,Approve,"Good Growth and has value for its products in market mainley in US,Cannada and Europe","Not bad, Work environment and culture need to be developed a lot", ,Sustailnable Growth and development
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2097555.htm,Research Associate,10/31/2012,Gurgaon,Haryana,No,3,0,0,0,0,0, , ,No Rating,"The work atmosphere is casual and friendly
Work timings are excellent
compensation","The work here gets very monotonous, there is no new learning after a while
Not enough challenging opportunities are available
Senior management is highly political which affects appraisals", ,Good place to work for fresh graduates
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2094380.htm, ,10/29/2012, , ,Yes,4,0,0,0,0,0, , ,No Rating,Relaxed work environment. Great hours,Some people are very complacent. People want to keep status quo, ,Relaxed work environment
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2087626.htm, ,10/27/2012, , ,No,3,3,3,0,4,0, , ,No Rating,Good Pay and fair work/life balance.,Can't think of one right now., ,Satisfied Work Tenure
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2086930.htm, ,10/26/2012, , ,No,3,2,5,2,5,3,Getting Better, ,Approve,Work-life balance and good money,Low relevant skill addition and opportunities to change the job and company, ,The overall experience at the company was good. The experience totally depends on what your needs are from a job.
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2080314.htm,Product Consultant,10/24/2012,New York,New York State,No,3,3,3,3,2,4, , ,No Opinion,"Good location.
Very respected company
Nice building in NY","Feel like a customer service agent.
You do not even really need a college education to do this.
This is not a 9-5 job, you will work some weekends and sometimes get late night shifts.",Stop sugar coating this position.  It is just a customer service job and let people know before day 1.,Over glorified customer service agent
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2076094.htm, ,10/23/2012, , ,Yes,4,3,4,4,4,3,Staying the Same,Yes,No Opinion,"salary, balanced work pressure, rewarding, low stress job",limited options for personal growth,try to regularly enhance skills of people by continuous training and provide them global exposure by giving them chance to travel abroad across offices.,Good place to start your career
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2071081.htm, ,10/22/2012,London,England,Yes,2,2,3,2,5,3,Getting Worse,No,No Opinion,"relaxed atmosphere, nobody seems to work very hard
good people","the place lacks energy.
the takeover by S&P has been unsettling. 2 very different cultures, products and sales approach coming together will always be challenging, but the S&P management does not make the best judgement on what should be done.
After 9 months, people still did not get their comp plan
too much politics in the office","give people their comp plan sooner
work on improving your performance on each product line rather than try to run the business and integrate all the companies and products all at once.","boring company, boring product"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2062206.htm, ,10/18/2012, , ,No,3,4,4,2,5,3,Getting Worse,Yes,No Opinion,"good life-work balance
friendly coworkers
fair pay","a lot of management changes in the past few years
very hard to move up in the organization",There are too many changes going on and workers can't focus as much as they should on their jobs.,Good experience but company all over the place
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2058501.htm,Research Associate,10/17/2012,Gurgaon,Haryana,Yes,4,4,4,4,5,4,Getting Better,Yes,Approve,they are providing very good salary for freshers,this is an autonomus job,hiring process is very hard,job salary
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2042610.htm, ,10/12/2012, , ,Yes,3,3,4,2,4,3,Staying the Same,Yes,Approve,They encourage continuing education for all emps,The management is changed frequently,Hire senior people you expect to keep more than a year,Overall Good Experience
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2009408.htm,Research Associate,10/2/2012,Gurgaon,Haryana,Yes,4,3,4,3,4,4,Staying the Same,Yes,Approve,Chilled out and cool work environment,not much knowledge addition to oneself,You people rock the way you are,Chilled out and work life balance
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW2007654.htm,Database Engineer,10/1/2012,New York,New York State,Yes,4,4,2,3,3,4,Getting Better,Yes,Approve,Awesome company culture.. good work...,"Low pay, not much non-work activities", ,Awesome experience at Capital IQ
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1982335.htm,Software Engineer,9/23/2012,New York,New York State,Yes,4,3,4,4,5,5,Staying the Same,Yes,No Opinion,"No dress code - you can wear whatever the hell you like provided it's not indecent.
Quite flexible hours - nobody is watching over you to be sure you're at work at exactly 9:00. I usually come around 9:45-10, no issue.",Not much in the way career advancement - this is why some older more experiences folks started leaving., ,You are free to wear flip flops!
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1980483.htm, ,9/22/2012,Gurgaon,Haryana,No,4,3,3,4,4,4, ,Yes,Approve,"The work culture is good.
An employee gets ample opportunities to prove himself/herself.",Sometimes there is communication gap between different teams at CIQ, ,Learning experience
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1959676.htm,Software Developer Intern,9/16/2012,New York,New York State,No,4,4,4,4,5,3,Getting Better,Yes,No Opinion,"- The program itself is well structured.
- Get to choose which projects you want to work on (there is a list and each intern will give their top 3, it mostly worked out for my batch that everyone got something from that list)
- Very casual dressing in",#NAME?,Get another floor! There is no space left for even new full time hires what more for interns!,Good internship program
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1952927.htm,Current Employee,9/14/2012,Manila,Manila,Yes,3,2,3,3,4,3,Getting Better,Yes,Approve,"- great people
- flexible work schedule
- great work-life balance","- lack of growth opportunities
- no employee development",#NAME?,good place to start
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1908028.htm,Senior Quality Analyst,8/31/2012,Gurgaon,Haryana,Yes,4,3,4,3,5,4,Staying the Same,Yes,Approve,"Great Work Life Balance

Friendly Co workers

Good Compensation","No great learning Technology or process wise

Senior Management resigned, new management us finding the going tough

Overstaffed",give people more work instead of hiring from outside,Great Place to work
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1904446.htm,Product Consultant,8/30/2012,London,England,No,2,3,3,2,2,2, , ,No Rating,A very friendly work atmosphere,Training sounds good but is in fact very poor. It all aims at becoming a robot. Absolutely no room for personal ability.,Trust individual talent and personality.,Standardized way of working
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1889937.htm,Risk Intern,8/27/2012,London,England,Yes,4,4,2,5,4,4,Getting Better,Yes,Approve,"Open to new ideas
Graet environment
Space to develop yourself
Sustainable growth","Difficult to get a permanent position unless there is an opening
No bonuses",Many talents are leaving the company because the HR and Finance department are not flexible enough to keep them in.,"Great experience, enjoy working in this environment"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1874555.htm,Technology Intern,8/22/2012,Hyderābād,Andhra Pradesh,Yes,4,4,5,4,5,4, , ,No Rating,"Great people to work with
Flexible timings","Its not Google, but its very good.", ,"Great learning environment, very talented and very friendly people around, a great company for a fresher"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1872993.htm,Research Associate,8/22/2012,Hyderābād,Andhra Pradesh,No,4,4,3,3,3,5,Getting Better,Yes,Approve,"Friendly working environment, Scope to learn and develop conceptual and technical knowledge. Nice place with encouragement for career development and skill development.",Facilities could be little more better. Channels of communication from employees to top management should be extended little more.,"Let all production employees understand about end user requirements clearly, then they can work more efficiently.","CapitalIQ is a good Work place for MBA graduates, who are aspiring to settle in financial services field."
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1871663.htm, ,8/21/2012, , ,Yes,4,0,0,0,0,0, , ,No Rating,great place to start one's career!,it will take some time for management to get you started on projects,n/a,Awesome work place
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1862295.htm,Software Engineer,8/19/2012,New York,New York State,Yes,1,3,2,1,2,1,Getting Worse,No,Disapprove,"Prior to Sr. Management's misguided ""house cleaning"":
*Hard work was acknowledged and rewarded
*Work/life balance was actually taken seriously
*Emphasis was placed on innovation and creativity","Now that almost EVERYONE from Technology (Development + Infrastructure) has quit since May 2011, there is hardly any knowledge transfer and an embarrassing zero mentor-ship. Turnover has become too much of a problem and has sent this company into a downward spiral that even those who have stuck around secretly acknowledge is irrecoverable.

CIQ used to be a place of innovation and has now turned into a bureaucracy of cronyism. Each individual has his own personal agenda and strife is rampant. Total lack of communication as well, which has actually led to two different groups developing the same application without collaboration and neither side was aware of the other.

To make things worse, an initiative to re-organize the company without serious foresight into the complications of integration from an IT perspective has cause numerous frustrations and missed deadlines.

There's no turning back at this point - they just let way too many smart people leave at the wrong times. The saddest part is that this company will never fail - there is too much money that can be poured in. However, it has become and will remain a mediocre/ industry player (NOT the leader it used to be).","I cannot offer any. You've already destroyed what was once a great company. The fact that you do not even see what is wrong nor have done anything to address it is astounding. Just like King Midas, everything you've touched appears to be ""turned to gold"", when really, you've just permanently frozen everything. Yet all you see is gold and think you've done a wonderful job. Wake up and drink the coffee instead of the Kool-Aid. I hear they are still serving the Kool-Aid at TR.

I feel sorry for you when the customers finally realize how much your choices and actions have stifled a great platform and they leave...",Irrecoverable from Downward Spiral
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1848509.htm,Junior Research Associate,8/15/2012,Hyderābād,Andhra Pradesh,Yes,1,2,1,1,4,1,Getting Better,No,No Opinion,"Easy to get job
Easy work
Cool going","Worst Corporate culture
High level politics
Poor pay
Poor in team work","Better to review recruitment policy while recruiting people in Management team.
Have to check the attitude of the person along with qualification which is not happening now.",Organization suits for below average people
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1847919.htm, ,8/15/2012, , ,Yes,3,2,4,3,4,3, ,No,Approve,Great Place to work in Research industry,HR Policies are not employee friendly enough, ,Great Place to Work
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1821074.htm,Software Engineer,8/7/2012,New York,New York State,Yes,4,4,0,0,0,0, , ,No Rating,Senior management cares about the staff and is focused on addressing long standing gaps created by the old guard.  Lots of positive change has been happening over the last year.,The 1% that relied on nepotism and know they are exposed by the changes are good at making noise and hurting morale.,Stick the course -it's already much improved...,We are growing up!
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1710017.htm,Database Engineer,7/9/2012,New York,New York State,No,1,1,4,1,4,2,Getting Worse,No,Disapprove,It used to be great to work here before everyone that knew technology quit,"Imagine every aspect of the DMV (slowness, incompetence and lack of motivation) and now apply that to a technology company and you have CIQ.   In the past 4 months, 2/5's of the executive board have quit under Lou Eccleston and the technology organization has seen a 40% attrition rate.   Anyone with any domain knowledge and technical expertise has quit leaving junior engineers without mentors and leaving the rest of the company without focus which is apparent in their lack of new development outside of boring maintenance projects",Cut all senior management and start new.,The DMV of Financial Services
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1613974.htm,Dbe,6/17/2012,New York,New York State,Yes,4,3,3,3,4,5,Getting Better,Yes,Approve,There is a lot of flexibility. People are awesome. Culturee is great.,Not sure how easy it is to rise positions., ,Great Company
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1606544.htm,Junior Research Associate,6/15/2012, , ,Yes,5,5,5,4,5,5,Getting Better,Yes,No Rating,"Good work culture
casual environment
25% of workforce having more than 5 years of experience
Decent Pay",Nothing to say.. I feel very lucky to work here, ,S&P Capital IQ
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1602777.htm,Business Analyst,6/14/2012,New York,New York State,No,3,2,2,2,3,2,Staying the Same,No,Disapprove,large company with some resources,very unorganized for a large firm, ,business analyst
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1600415.htm, ,6/13/2012, , ,No,4,0,0,0,0,0, , ,No Rating,good company to work for and great exposure too,"work gets monotonous
no job rotations", ,good company to work for and great exposure too
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1587812.htm,Business Analyst,6/11/2012,Hyderābād,Andhra Pradesh,Yes,4,4,4,5,5,5,Getting Better,Yes,Approve,"1. Flexible work environment.
2. Allows life outside the office Gates.
3. Competitive work culture
4. Knowledgeable Colleagues","1. Less Perks
2. Only 2 locations in India.","Increase Perks, the work force will be more satisfied.... :)","Excellent Company, Great work environment and flexible work culture"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1582004.htm, ,6/10/2012,Gurgaon,Haryana,No,4,4,5,4,5,5,Getting Better,Yes,Approve,The work culture is g8,The work is not very exciting in long run, ,Its a Great Place to Work
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1575499.htm,APEC Product Consultant,6/9/2012,Hong Kong, ,Yes,4,4,3,4,5,4,Getting Better,Yes,No Opinion,"the first 6 months is a really intense period for learning. the place is full of fun, generosity, creativity.","No matter where you work, there would be always selfish and ego people in the team. Salary is average, not like really great.",So far so good. more freedom for the newbies to explore and even enhance the system would be appreciated.,"cool place, cool culture"
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1559008.htm,Research Associate,6/5/2012,Gurgaon,Haryana,Yes,5,5,5,4,5,4,Getting Better,Yes,Approve,"very comfortable work environment, great growth opportunity with a good amount of compensation",need to be Intellectually sound,No advice as of now,Amazing experience
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1548447.htm, ,5/31/2012, , ,Yes,1,1,3,1,4,1,Getting Worse,No,Disapprove,"It's certainly quite easy to have a great work life balance.  From a workload perspective, it's quite a low pressure environment and the pay is average.","People are leaving in droves leaving the future quite uncertain.  Management has resorted to having some people escorted out by HR when they quit.  This creates a bit of a a hostile environment and attitude towards management.  Also it's confusing because people are leaving without any transition of their work and responsibilities.  If you don't have a thick skin for corporate America, it may not be the place for you.",It's not too late to admit your mistakes and try to turn things around.,sinking ship
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1495210.htm,Software Developer,5/7/2012,New York,New York State,Yes,5,5,5,5,5,0, ,Yes,No Opinion,"good people to work with, good hours",lot of people are leaving, ,terrific
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1485321.htm,Tech QA,5/3/2012,Gurgaon,Haryana,Yes,3,3,4,3.5,4,0, ,Yes,Approve,"best for freshers, 8 hours of job",lack of opportunities timings are odd,"None, get out .. we need to grow",great Brand to work with
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1410540.htm,Research Associate,3/26/2012, , ,Yes,3,1.5,4,2.5,4,0, , ,No Opinion,"Decent Compensation, Not much pressure, Good work life balance, You don't carry work at home","Professional growth especially for finance professionals is minimal, Not much scope for learning.",Introduce some learning programs,"The work is relaxed, best place to work for people who prefer work life balance over a challenging career."
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1398845.htm, ,3/19/2012,New York,New York State,Yes,3,2,3.5,3,5,0, , ,No Rating,The hours are not long and they are flexible with taking time off.  The dress code is casual.  The company is fairly young.,Limited opportunity for growth.  Not always the most structured roles.  Direction was not great when first started but they are improving.  Can be boring work for a finance professional.,Provide more direction for new employees (it took me 6-12 months before I had any idea of what the role entailed).,Great work/life balance
S&P Global Market Intelligence,http://www.glassdoor.com/Reviews/Employee-Review-S-and-P-Global-Market-Intelligence-RVW1390784.htm,Intern,3/14/2012,New York,New York State,Yes,4,3,2.5,5,5,0, ,Yes,No Opinion,The culture is not stressful and everyone is very trusting in your abilities,need a better way to train, ,Given Strong sense of independence and trust
