All reviews for SNL Financial as of 2019-12-01 20:10 PST. (No filters were used to create this file.)
# -------------------------------------------------------
# Employer's Name: SNL Financial
# Content: Glassdoor Reviews
# All Reviews through 2019-11-30
# -------------------------------------------------------
Employer's Name,Review Link,Job Title,Review Date,Review City/Town Name,Review State Name,Review Country Name,Current Job,Length of Employment,Employment Status,Overall Satisfaction,Career Opportunities,Compensation & Benefits,Senior Leadership,Work-Life Balance,Culture & Values,Business Outlook,Recommend to Friend,CEO Approval,Pros,Cons,Advice to Sr. Management,Headline,Employer Response
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW7080160.htm,Content Manager,2015-07-01, , , ,Yes,More than 10 years,Full-time,3.0,2.0,3.0,4.0,3.0,3.0,Getting Worse,No,No Rating,"Consistently strong performance as a company, pay for performance, engaged senior management team. Mid sized company that still has a ""small company"" mind set/feel.",Large divide in opportunity and rewards between directors and the rest of the company. Work life balance. Laughably frugal (unprofessional at times) as compared to similarly sized companies., ,Content Manager, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW7049483.htm,Software Developer,2015-06-28, , , ,Yes,More than 3 years,Full-time,1.0,2.0,3.0,2.0,2.0,2.0,Getting Worse,No,No Opinion,"Some telecommuting, compensation is okay if willing to work significant overtime...","High attrition rate. Low morale. High stress environment.

Stack ranked bonus structure fosters terrible work environment, with little collaboration and highly subjective ratings. It is common for many folks to work significant overtime, making the bonus negligible relative to the time and effort most employees expend.

Horrible leadership. They do little to shield others from politics and demonstrate no accountability down the ranks, communicate very poorly and do a bad job of supporting and motivating employees. The positive spin put on all messaging is charming at first, but quickly reveals itself to be nothing other than a facade. Leaders seen immune to criticism, uninformed and quick to disseminate undue stress and blame down the ranks on hard working and intelligent employees. Despite a convoluted and overly time consuming review process and stack ranking system, there is no feedback mechanism to comment on folks up the chain. 

Company's size leads little room for advancement or growth.

Focus on efficiency rewards poor quality software. Weak overseas resources leads to hard to maintain software.", ,Poorly led sweatshop, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW7030748.htm,Associate Account Manager,2015-06-26,New York,New York State,US,Yes,More than a year, ,4.0,0.0,0.0,0.0,0.0,0.0,Getting Better,Yes,Approve,"When the company has a good product to stand by, it makes the job that much easier. The people are very easy to work with.","Open office makes it hard to make calls when people next to you are making calls. it makes it hard to speak to clients, when account managers and sales are in the same room.","Have more expos, both internally and externally to promote the product.",Good Environment, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW7000207.htm,Analyst,2015-06-23,Charlottesville,Virginia,US,Yes,More than a year, ,3.0,2.0,2.0,3.0,5.0,5.0,Getting Worse,No,No Opinion,"-best people ever
- great environment
- young crowd
- non traditional
- flexible working hours (sometimes) 
-laidback",The job and environment are too ladiback that it makes you stagnant and unproductive. The salary increase is low and the management lacks vision about the future., ,Environment, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6972239.htm,Associate Account Manager,2015-06-21,Manila,Manila,Philippines,No,Less than a year, ,4.0,3.0,4.0,3.0,3.0,4.0, , ,No Rating,"The environment is good, professional but casual. Technology used is top of the line. Good pay, nice pantry.","I worked for a satellite office in Asia, so my boss was miles away in another country. I would have liked mentoring, but this is the management style of the company. Also, I worked night shift.", ,"Good pay, good environment", 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6966894.htm, ,2015-06-20, , , ,Yes, , ,4.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,have had a great time working in different cities around the world,very fast paced work environment that can be quite exhausting, ,great for career development, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6959172.htm,Analyst,2015-06-19, , , ,Yes,More than a year,Full-time,4.0,3.0,4.0,4.0,4.0,4.0,Getting Better,Yes,Approve,"Flat environment. You can talk to the managers without much pressure. A growing company, hence there's a lot of potential contribution. Well paid. Young peers so there's not much seniority pressure. 

IF you are someone who thinks constructively and likes the challenges, I think this company can give you a good experience especially at your first job. They're not very restrictive on how you handle your work, and when they are, you'll see that what they do is only to help you improve your practices.","Weird management system. Since its global, there are on the ground managers and industry managers. It's okay if your on the analyst level and you're talking to them. But I can't imagine how the paradigm work when you work your ladder. I also agree that the career ladder is a bit blury, and I don't think most people would like to work for long in this company. 

If you're not going to take things constructively, you're going to hate this company. hate the competition, hate the management for being competitive and structural, hate the diversity of the people around.

Not much benefits. 

I'm coming from a young generation, and we don't have a large divider on work and life. I've seen colleagues who can swiftly turn to work then to their personal stuff, hence work life balance is not much of an issue. But if you value your time outside work and to not be affected by work, you won't like it here. Although I've had minimum off-time requests from the company, checking emails became my habit in and out of the office.","treat different industries/departments equally. another problem is that since it's not that restrictive, managers can rule their teams the way they want to. which is sometimes good. gotta be honest, I'm impressed with my managers. but some managers just straight up do undoable goals. We like excellence, it's good. but if you put top requirements, your employees will not feel appreciated, and they will get burnt out, and they will leave.",The Experience you get depends on your own outlook, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6929826.htm,Associate Director,2015-06-17,Charlottesville,Virginia,US,No,More than 5 years,Full-time,1.0,1.0,1.0,1.0,1.0,1.0,Getting Worse,No,Disapprove,You learn from your mistakes and you'll get a really big life lesson if you work at SNL. You'll learn how to treat people if you want to push out top talent and leaders and keep uninspired followers each willing to be a cog in a wheel.,"SNL management is having a hard time keeping up with their fake positives reviews on this site. They've had to tone them down to be less than glowing to be believable. I can assure you that the only people happy at SNL are the senior managers that reap all of the benefit from the sweatshop they run. It's not good ""work, life balance"" or a ""good place to learn"". It just plain sucks.",Care about other than just yourselves.,Learn how not to run a company, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6872876.htm,Senior Analyst,2015-06-11,Charlottesville,Virginia,US,No,More than 3 years,Full-time,2.0,2.0,1.0,3.0,3.0,3.0,Getting Worse,No,Approve,"Culture, great people, learning opportunities","Not much career progress/path within the company, invisible HR. Performance evaluation seems very subjective. High salary, but not much benefits for employees","Revamp performance evaluation system/methodology, be more generous to employees",So so, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6867883.htm, ,2015-06-10, , , ,Yes, ,Full-time,3.0,1.0,4.0,2.0,1.0,1.0, , ,Approve,You can make a good amount of money during your time here.,"Off-shore staff seems to lose benefits year by year.
Limited job expansion opportunities in some departments.",Provide more opportunities to off-shore staff. Lack of motivation can contribute to serious turnover.,"Good Money, Not-so-good future success", 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6844701.htm, ,2015-06-09,Madison,Virginia,US,No,More than a year, ,3.0,0.0,2.0,3.0,5.0,3.0,Staying the Same,No,Approve,"Great Work Life Balance, Mostly Great People, Advancement opportunities are few and far between.",Benefits are laughable and barely meet minimum needs.  Benefits are too expensive.  Rating system needs a major overhaul.  The company has lost it's way.  It is not acceptable to do 70-80 percent fixes instead of 100 % fixes that address the problem not the symptom.,"Overhaul employee rating system, upgrade benefits get back to your roots",Analyst, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6837007.htm, ,2015-06-08, , , ,Yes, , ,1.0,1.0,1.0,1.0,3.0,1.0,Getting Worse,No,Disapprove,"Compared to when I was with IntierraRMG (later bought out by SNL), SNL was lacking in every way. The only good thing is that because it is an international company with more offices than IntierraRMG, that there are a few more job opportunities.","This is a typical American corporation that is very competitive in the sense that it will find any way to cut costs and eliminate as many people as they can and outsource as much work for non-managers as they can to developing countries (where the cost of labor is much cheaper.)

After they acquired IntierraRMG they offshored my job and laid me off.

They also pay very little for jobs. They gave less employee benefits than when I was with IntierraRMG.

I will not work for them again.",Give more respect to the business ethics in the countries where you buy out companies.,SNL Company Ethics, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6785373.htm, ,2015-06-03,Charlottesville,Virginia,US,No, , ,4.0,4.0,5.0,4.0,5.0,4.0,Staying the Same,Yes,Approve,"Great culture, good people and good work life balance","Lots of middle management, hard to see individual future growth", ,Analyst, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6639940.htm, ,2015-05-19, , , ,No, , ,2.0,1.0,2.0,1.0,2.0,2.0,Staying the Same,No,Approve,Staff members are good and co-operative.,"Senior Management listens to all, then plays politics with employees' career. There are no check points on SMT that can take a deeper dive and cross verify what they say about the people. It is simply taken to be considered as true, what ever they speak about their employees, which just can't be true at all times.","Check back and take a deeper dive about the feed back from employees about senior level management (i.e. Senior Managers, Associate Directors, etc.)",Average Company To Work With..., 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6243763.htm, ,2015-04-01, , , ,Yes,More than a year,Full-time,4.0,2.0,3.0,3.0,5.0,4.0,Getting Better,Yes,No Opinion,"Great work-life balance. You leave work behind when you walk out the door and are never *required* to work overtime (though it's well-compensated). Very accommodating work atmosphere that affords you a lot of independence once you've proven yourself. Good vacation time; decent, if standard, benefits (medical, dental, life, 401(k) matching all fine, but nothing extraordinary).","Very corporate approach--tons of middle managers who don't seem to actually do much. They focus a lot on retention and encouraging employees to get on the right career path for them, but are slow to promote or give substantial raises. Pay is just OK otherwise.","I'd like to see employees valued more. Seems like management both company-wide and within certain departments is very well compensated and have many opportunities to travel, etc., but other employees do not enjoy the same benefits.",A fine place to work., 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6058322.htm, ,2015-03-05, , , ,Yes, , ,4.0,3.0,5.0,2.0,3.0,4.0,Getting Better,Yes,Approve,"Good salary, excellent benefits, great culture and good opportunities to grow",No similar industry in Pakistan. worth of experience is comparatively low,Cross trainings should be encouraged.,Great company to work in the long run. A lot of benefits and good salary packages, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6043295.htm, ,2015-03-04, , , ,Yes, , ,3.0,2.0,3.0,1.0,3.0,3.0,Staying the Same,No,Approve,Lot of learning opportunities,"Muddled middle management levels 
Very little transparency into major strategic decisions
Growth stagnation", ,Good place to grow for junior employees, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6030101.htm,Associate Product Manager,2015-03-02,Charlottesville,Virginia,US,No, ,Full-time,2.0,4.0,3.0,2.0,1.0,1.0,Getting Better,No,Approve,"very tech savvy company, many different areas to move within the company, opportunity to work from home occasionally, well integrated global offices, some fun benefits like occasional free food or events. Good reputation.","Extremely stressful work environment.  Global offices means there is unspoken expectation of working on your off time.  Goals upon which bonuses are based are too broad and unrealistic.  Many of the employees and managers are very high strung and stressed out, this culture is pervasive through the organization.  Many people burn out after 1 year because the stress is not worth the pay.  There are opportunities to grow in each department and lots of roles to move around within, but  it is difficult to get noticed in such a big organization and the expectations are often unrealistic.  SNL requires a great deal of commitment and a personality that thrives on high-stress.  It's not for many people, certainly not for me.  Average benefits and pay overall.","Management needs to do more to nurture new employees rather than throwing people into the fire.  The work is very analytical and often tech-heavy, people with strong analytical and computer science backgrounds are best suited for this company.",Extremely stressful but good company for the right person, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW6023909.htm, ,2015-03-01, , , ,Yes, , ,5.0,3.0,4.0,5.0,4.0,5.0,Getting Better,Yes,Approve,"Great people who work hard and are passionate about SNL and their clients.  The work is demanding, always changing and very rewarding.","Despite the 'laid back' attitude, the culture is competitive but if you thrive off of that you'll be fine.","Management has gotten better at recognizing small successes, though I think there is more to do there.",Demanding but rewarding., 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5951169.htm, ,2015-02-19, , , ,Yes, , ,3.0,3.0,2.0,3.0,3.0,4.0, , ,No Rating,Great people who work hard and seemingly enjoy their jobs.  Ideal for those just starting out.,Relatively low pay with high expectations., ,Solid company to start out with, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5940525.htm,Financial Analyst,2015-02-17,Ahmedabad,Gujarat,India,No, , ,1.0,1.0,1.0,1.0,1.0,1.0,Getting Worse,No,Disapprove,"learning, promotion, learning,promotion,learning,learning, promotion, learning,promotion,learning,learning, promotion, learning,promotion,learning,learning, promotion, learning,promotion,learning,learning, promotion, learning,promotion,learning as it is compulsory........",The company though MNC is run by gujratis who operate it with baniya attitude. They think employees are slaves and treat them like one.The pay is very bad.,Be broadminded ..,low pay loads o fwork, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5855860.htm, ,2015-02-05, , , ,No, , ,5.0,5.0,3.0,5.0,5.0,5.0,Staying the Same,Yes,No Rating,good people and nice environment. open minded. HR is very helpful as well. project was great! I learnt a lot.,"this is my first internship so I don't know much about business environment, but they don't tell me explicitly what to do or not to do, i need to guess or observe others by myself. low salary", ,Intern, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5853590.htm, ,2015-02-05, , , ,No, , ,3.0,2.0,3.0,1.0,3.0,4.0, ,No,No Rating,"good salary for start ups 
experience is only helpful in companies care rating and crisil","monotones work 
no growth 
snl financial's experience is not so helpful", ,"working environment is good, no mental pressure, no financial knowledge application, monotones work", 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5824889.htm, ,2015-02-01, , , ,No, , ,3.0,3.0,2.0,3.0,3.0,3.0,Getting Better,Yes,Approve,Excellent culture and great place to work,"Bais management, career growth slow at times",They are the best to judge,HR, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5789432.htm, ,2015-01-27,Charlottesville,Virginia,US,No, , ,3.0,2.0,2.0,3.0,5.0,3.0,Staying the Same,No,No Rating,Very simple job and occasional social bonding events,Pay was low and work was monotonous, ,Good job to kick-start career, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5778270.htm,Reporter,2015-01-26,Charlottesville,Virginia,US,Yes,More than 3 years,Full-time,1.0,2.0,2.0,2.0,2.0,2.0,Getting Worse,No,Disapprove,It's obvious that management in many cases was the one to have written previous pros and given four stars,"This is not a place for journalists.

The place is a word factory, and you get articles from a file of stories. Management does not welcome any new ideas or initiatives. 

Very outdated software for filing and takes several minutes to file even smaller stories. 

Many managers are simply incompetent, with little or no knowledge in many cases of what they are supervising and covering. 

Projects are poorly executed with little thought.

Promotions based on whether your are pals with your manager, and absolutely nothing to do with one's ability and achievements. So, somebody who can hardly write and knows hardly anything about a certain subject can find themselves in a higher position. Good reporters that work hard are troublemakers and will find themselves at the bottom of the pile very quickly. 

Company very much has a ""don't rock the boat mentality,"" which ranges from software used for filing to the type of copy filed. 

I've watched while managers would scream at other people and threaten to sack them on the spot,  clearly enjoying their power to do so.","Your managers have a thug-like mentality and act like they don't care what goes on in the world and what is important. Just as long as they meet their quotas. 

This is bad practice and bad management. 

I'm just talking to a wall, however, because you are so set in your ways. The only way you will learn is when the whole thing comes crashing down.",Journalists need to avoid, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5713026.htm,Manager,2015-01-16, , , ,Yes,More than 5 years,Full-time,4.0,4.0,3.0,4.0,3.0,4.0,Getting Better,Yes,No Rating,Casual work environment but also serious and performance driven. Takes raw talent and can polish it.,Goals measured in performance evals don't always capture the true value you are adding.,SNL is constantly focused on monetizing new products rather than always focusing on the quality upon launch. Its a delicate balance but sometimes new products get pushed too hard before they are truly ready for market. I've seen improvements here more recently.,"SNL as been loyal to me, and I to it. Always a new opportunity within if you are looking for it.", 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5587288.htm, ,2014-12-24, , , ,No, , ,5.0,3.0,5.0,2.0,4.0,5.0,Getting Better,Yes,Approve,"Good salary structure, Nice benefits",No substitute for fallout as no similar industry exists in Pakistan, ,Was good experience with employer but managers were biased and manipulated policies., 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5539614.htm, ,2014-12-14,Ahmedabad,Gujarat,India,No,More than a year,Full-time,1.0,1.0,1.0,1.0,1.0,1.0,Getting Worse,No,Disapprove,"NO GROWTH - Employee can only grow here if he is very much close to manager or I should say he is slave of his manager else,,, not possible.

No training- Company don't provide any proper training  and expect to be master in workflow which is not possible.","Promotion- One just forget promotion if he is not SLAVE of his manager, it's annoying for those who work hard.
Before left the company, just seen a guy promoting just because he was very close to his manager, and that guy don't deserve promotion.
The company can LAYOFF its employee like Hell.","TO HR-  In SNL HR never showed up at the time employee needed. Also, at the time of FNF. the company had deducted more amount and never responded back... Very bad thing
and be clear what u said at interview as company can't change designation, salary, incentive, bonuses of employee at the name of COMPANY POLICIES.

To Manager- Treat their employee gud, else there's no point for you to be manager hence you can't manage people and YA MOST IMPORTANTLY.. PLEASE HAVE A GUD WAY TO TALK.
To A.D.- Honestly, A.D.'s here are don't deserve to be there as when they speak seems some college fresh graduate is speaking, pathetic communication.",PATHETIC COMPANY TO WORK WITH, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5436990.htm, ,2014-11-25, , , ,Yes, , ,3.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,Great environment. Great staff. Management is helpful,Lower salaries. A little too much work load sometimes., ,Good Place to work, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5432564.htm, ,2014-11-24, , , ,Yes,More than a year,Full-time,3.0,2.0,3.0,2.0,5.0,4.0,Getting Better,No,No Opinion,"Nice folks around
Very laid back and casual work environment
Good work life balance","Not very exciting technologies to work on
Developers don't part take in bringing creative ideas to the product
You basically work on the same stuff over and over again", ,OK place, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5405102.htm,Anonymous,2014-11-19,Ahmedabad,Gujarat,India,No,More than a year,Full-time,1.0,1.0,1.0,1.0,2.0,1.0,Getting Better,No,Disapprove,"1- Decent work culture.
2- Good HR Policies.
3- Flexibility in time adjustment.
4- Good employee benefits.","1- If you are planning for Financial Research then SNL's experience will never help you as it's simple Financial Data entry.
2- Worst salary package compare to other companies working in same area as company is spending very less on salary from it's Net Profit.
3- Managers and Operations Managers or Industry Experts they all are NIL in Financial Knowledge, You will learn nothing under them.
4- It will be very difficult for you to remove the tag of this data entry job once you are out of here.
5- Your bonus will depend on your performance but employees of India and Pakistan is just fighting and poisoning each others bonus in which Company saves their bonus money and it's the same story which we heard in our childhood that Two Cats and Monkey story.
6- Donkeys are ruling here on some intelligent people.
7- You will not get a corporate culture here as except some people around you, can't speak English well and are acting like villagers.
8- They are working on a following a procedure for financial data entry and working on the same thing again and again with no fundamental knowledge of Finance.","Company should at least provide a decent package as you guys think that there is no living cost in Ahmadabad, Come out of that impetuous thinking.

You will never change as you guys are living in Soviet Era..!",The Job here is Data Entry Or Data Mining.....Keep it as your last option..!, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5301045.htm,Afraid to Mention,2014-11-03,New York,New York State,US,Yes,More than a year,Full-time,1.0,2.0,1.0,2.0,1.0,1.0,Staying the Same,No,Disapprove,"If you get in with the right crowd, you can get advancement.  Make sure you learn who the pets are and under no circumstance upset them.  You'll be good to go at that point.","Honestly, all my pro comments were just sarcasm.  This place is high school all over again.  Except if you get on the wrong side of a manger, they'll do more than send you to the principles office.",change.  get completely fresh blood at the top.  the CEO and senior management have been there way too long and it's time for new blood.,Welcome to the Grinder, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5269192.htm, ,2014-10-29, , , ,Yes,Less than a year,Contract,5.0,3.0,5.0,4.0,5.0,5.0,Getting Better,Yes,Approve,"What I like most is the flexibility of the role and the level of autonomy given. If you are seasoned at what you do coming into SNL, you'll love it but equally if you are a newbie coming in with limited experience in your field of expertise, you'll get more than enough learning and development opportunities. They have an online site dedicated to that function along with a team that ensure you are up to date with current training for your job and 24/7 support. It's a young culture in my office and although there are staff from all walks of life here, there is a constant DNA that everyone has in common which makes you feel comfortable from day one.","Only con so far is that if you work in one of the Asia offices, you have to be flexible with late evening calls if they include teams from EU and US. It'll always be on your off time but in their work hours so they need to be more sensitive on that with their colleagues based in Asia.", ,Great work/life balance with great local and global team support. Use of technology is refreshing!, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5255024.htm,Pro,2014-10-27, , , ,Yes, ,Full-time,3.0,2.0,3.0,1.0,2.0,3.0,Staying the Same,Yes,Approve,The people are for the most part really great to work with. It's a casual work environment and most people legitimately enjoy their day. The problems are interesting to work on. It doesn't pay incredibly but for Charlottesville it pays well.,"Too long hours expected for the pay, juvenille locker-room style behavior from mid-level to upper management, benefits are atrocious and a joke, not a clear path for advancement.","You're too big to micro-manage so stop trying, your benefits are laughably suitable only for a 21 year old single male, you're focusing so much on speed of delivering that you're dropping quality and burning out good employees. You constantly run your budget on a head-count deficit so when an employee is on vacation or leave or quits you're completely screwed and everything hits the fan.",Decent for Cville, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5222980.htm,Research Associate,2014-10-22,Charlottesville,Virginia,US,No,Less than a year,Full-time,2.0,1.0,1.0,1.0,3.0,4.0,Staying the Same,No,No Opinion,"It's a decent work environment...I guess. If by ""decent"" you mean ""not horrible.""","Advancement is difficult to see, upper-management appears to be quite complacent making for few opportunities. The company appears to be the type taking in large numbers of (low paid) junior employees, not really training them, then letting them drift off into other companies. Has gotten MUCH worse since SNL was acquired by a hedge fun. Beware.",The structure of the company needs a complete overhaul.,"Low starting salary, no clear path for advancement", 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5193701.htm,Analyst,2014-10-17,Manila,Manila,Philippines,Yes,More than a year,Full-time,4.0,4.0,3.0,3.0,3.0,5.0,Getting Better,Yes,Approve,SNL allows a certain extent of flexibility. I have been able to change my work schedule according to my personal need. I have been given the opportunity to take on new work and content sets.,"As an analyst, it takes a couple of years at the minimum to be promoted.",There should be less micro-management and more budgets for office facilities.,SNL Financial gives fair compensation and invests in employee training and growth., 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5133955.htm,Anonymous,2014-10-09, , , ,Yes, , ,3.0,0.0,0.0,0.0,0.0,0.0, , ,No Rating,It has a nice stress free work environment. I have gotten familiar with how companies report financial data and which companies are the big players in the market.,It doesnt offer a very good salary and the right compensation for the amount of work we do., ,It has been positive so far, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5058345.htm,New Product Development,2014-09-28,Charlottesville,Virginia,US,No,Less than a year,Intern,4.0,4.0,4.0,4.0,4.0,3.0,Getting Better,Yes,Approve,"-Great training from senior associate who was my manager.  Helped me get up to speed quickly in auditing for metals and mining data sets
-Over 9 months I got the experience I was looking for in becoming more literate in financial statements
-I earned my manager's trust early on which allowed me to become more efficient in my work
-Lots of work to be done in NPD given that company is making many acquisitions in a variety of industries","-As an intern I had a very specialized role, but I would have preferred to get some experience in meetings and discussing business development with senior executives as I had done in other internships
-Sometimes a lack of interaction between employees...mainly the nature of the work as it is very data intensive and involves many virtual meetings with teams overseas
-If you're right out of college, may not be the best place to have a large group of work friends","The firm is moving in a great direction with all of the acquisitions which means lots of work to be done.  I think the culture could be improved more though by having more people in fewer offices allowing more interaction among employees compared with virtual meetings.  This may be an objective going forward as the firm's PE ownership looks at how to integrate in all of the new acquisitions.  While the business model does well utilizing analysts out of India and Pakistan, there are not a ton of opportunities for entry-level analysts in the US.",Great place to intern in New Product Development as company making lots of acquisitions, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW5047620.htm, ,2014-09-26,Charlottesville,Virginia,US,Yes, ,Full-time,5.0,5.0,4.0,5.0,3.0,5.0,Getting Better,Yes,Approve,"Compensation is weighted toward bonus, with fair salaries and strong total compensation. Benefits are good. 
Co-workers are bright and motivated, are there is no shortage of opportunities -- for those willing to step up and grab them.","The pace is fast and there's very little external training that prepares one for a career at SNL, aside from general competence. You must learn on the job and learn quickly, or you will be left behind.","Continue to invest in the future, building infrastructure that scales. Would love to see the business model - and particularly the unique value that only SNL has the guts and resolve to build at the highest quality - expanded to more industries and geographies.",Super stable business model with reliable growth; challenges employees while offering plenty of opportunities, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW4993891.htm, ,2014-09-18, , , ,Yes, ,Full-time,4.0,4.0,4.0,3.0,1.0,3.0,Staying the Same,Yes,Approve,Great coworkers and atmosphere where you are encouraged to learn and grow,"Long hours, much expected out of you",Invest in incentives for other employees other than sales,Great place to grow, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW4940894.htm,Business Intelligence Analyst,2014-09-10,Charlottesville,Virginia,US,Yes,More than a year,Full-time,5.0,3.0,4.0,5.0,5.0,5.0,Getting Better,Yes,Approve,"High performers get rewarded for their work with great bonuses.
Your contribution is what counts, not your background or pedigree.
Hours are flexible as long as you get your work done.
Dress is casual.
People, especially leadership, are friendly and supportive.","Career growth path or track is often unclear. 
On boarding process lacks structure.
The projects are often not very interesting.",Share a career development or growth plan with employees as part of the on boarding process.,"Smart, Professional People. Great work life balance.", 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW4935076.htm,Reporter,2014-09-09,Washington,District of Columbia,US,No,More than 3 years,Full-time,2.0,2.0,1.0,1.0,2.0,3.0,Staying the Same,No,No Opinion,"Good people to work with, management attempts to make it a fun atmosphere. Matching 401K.","Low pay. They lure you with the prospect of a quarterly bonus based on metric they don't explain. The system benefits those who game it, rather than those who try. Plus, managers can decide without giving warning or reason not to give you a bonus at all.

They also require weekend work. Promotions don't come unless someone leaves the company.

When they realized I had been their long enough to make decent pay, they tried to push me out by making me sign a form requiring me to meet expectations they admitted were unreasonable. They did this because they wanted me gone so that they could underpay someone new.",You can't quantify quality journalism. News value isn't an algorithm. A more open approach to employee assessments or company goals would be more effective.,Terrible place for journalists, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW4917497.htm,Analyst,2014-09-05,Ahmedabad,Gujarat,India,Yes,More than a year,Full-time,5.0,4.0,4.0,5.0,5.0,5.0,Getting Better,Yes,Approve,Great level of transparency. Encourages to ask questions that other companies generally don't entertain. Very great work life balance. Senior management is always willing to provide the answers to all your questions.,None that i could think of., ,Best Company to work with, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW4906516.htm, ,2014-09-04, , , ,No,More than a year,Full-time,2.0,2.0,1.0,1.0,4.0,1.0,Staying the Same,No,Disapprove,"Growing company, PE owned, headquartered in a wonderful city.","Leadership is not creative and extremely risk averse. Very strange performance evaluation process. Overall, the company puts process over substance.",Bring in some visionary and effective leaders.,Tough to be a contributor, 
SNL Financial,http://www.glassdoor.co.in/Reviews/Employee-Review-SNL-Financial-RVW4869635.htm,Summer Intern,2014-08-28,Charlottesville,Virginia,US,No,Less than a year,Intern,5.0,3.0,3.0,5.0,5.0,4.0, , ,No Rating,"It is my first internship. Good environment, ppl are nice and patient. the internship program is well organized. HR people and my hire manager spend a lot of time mentoring me. The summer projects were challenging but we made them.","a lot of terms they used that I was not familiar. Takes time to figure out. Hourly salary is so low compared to my other engineering students who worked outside of C'vill. But compared with my experience gained, this internship is quite worthwhile.",Thank you SNL!,a very positive experience for me, 
