Employer's Name,Review Link,Job Title,Review Date,Review City/Town Name,Review State Name,Review Country Name,Current Job,Length of Employment,Employment Status,Overall Satisfaction,Career Opportunities,Compensation & Benefits,Senior Leadership,Work-Life Balance,Culture & Values,Business Outlook,Recommend to Friend,CEO Approval,Pros,Cons,Advice to Sr. Management,Headline,Employer Response
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW25173386.htm,Md,3/14/2019,New York,New York State,US,No,More than 10 years,Full-time,2,1,4,1,4,3,Staying the Same,No,Disapprove,Good work life balance and smart colleagues,Upper management is disconnected with the ratings business which if further neglected would become adrift, ,Changing environment and culture, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW25139248.htm,Associate Director,3/13/2019,Paris,Ile-de-France,France,Yes,More than 3 years,Full-time,4,4,3,4,5,4, , ,No Rating,"Exposition aux emetteurs
Localisation
Qualite des equipes","Salaires
Taches Repetitives
Petit bureau
Absence de cantine", ,Belle entreprise, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW25121629.htm, ,3/12/2019, , , ,Yes, ,Full-time,3,0,0,0,0,0, , ,No Rating,it is a good company,no cons for this company, ,good company, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW25082663.htm,Director,3/9/2019, , , ,Yes,More than 3 years,Full-time,2,2,1,1,3,3,Staying the Same,No,Disapprove,Overall the firm is ok to work for however see cons for some color on what to watch out for.,"The whole ratings division was told during a global ""town hall"" conference call that the entire 2018 bonus pool would be 60% lower than target because management was too optimistic and fell short of some undisclosed financial targets. There was no indication throughout 2018 that anything was wrong so the disclosure in late Feb 2019 (very late to begin with) came as a big shock/disappointment.  Individual bonuses have now been disclosed and will be paid in a week or two.", ,Pro tip: Ask in your interview about how stable/reliable bonuses are..., 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW25062044.htm, ,3/8/2019, , , ,No,Less than a year,Full-time,4,0,0,0,0,0, , ,No Rating,Good bunch of motivated people,"Complex large organisation, lots of calling.", ,Overall good, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW25052881.htm, ,3/7/2019,New York,New York State,US,Yes,More than 10 years,Full-time,1,1,2,1,3,2,Getting Worse,No,Disapprove,"Good benefits, interesting work, able to work remotely","Senior management doesn’t value analytical community, only interested in the stock price and will take money out of incentive comp to make its EPS targets.  Bonus pool slashed despite record year.  Only focused on costs and the stock price.  Very low morale, constant employee churn.  Constant reorganizations, wasted investments in poor technology platforms.",Invest in employees before the franchise is ruined.,Stay away!, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24914134.htm, ,2/27/2019, , , ,Yes, ,Full-time,3,2,2,4,5,5, , ,No Rating,"Work-life balance
People and small teams",Low salary compared to other finance roles, ,Good work life balance at the expense of salary, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24903225.htm,Analyst,2/27/2019,Denver,Colorado,US,Yes,More than 5 years,Full-time,2,3,1,2,4,4,Getting Worse,No,Disapprove,"Flexible remote working permitted, good camaraderie, and a great learning environment","Senior management deeply out of touch with the day-to-day needs of the business, only focused on the stock price.  Frequent culling of productive, experienced, senior talent and periodic deep cuts to the bonus pool that are disconnected from actual business performance.  Inability to compensate people properly leads to mediocre hires, poor customer service, low morale and high employee churn.","Balance the needs of all stakeholders better. Employees are important stakeholders. By constantly burning employees, stockholders will ultimately be burned as well, though maybe not in the short term.",A knowledge-based business that thinks it can do without the knowledge, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24835178.htm,Senior Director of Global Applications Development,2/22/2019,New York,New York State,US,No,More than 10 years,Full-time,4,3,4,3,3,4,Getting Better,Yes,No Rating,"Good company to work for, stable, nice collaborative environment, great benefits",Company is in the middle of transformation which causes some uncertainty, ,"Good, stable company to work for", 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24761935.htm,Sales Associate,2/18/2019, , , ,No, ,Full-time,4,5,5,3,5,4, , ,Approve,"Generous PTO and holiday
Clear Goals
Room for advancement",Some lack of cooperation between different departments, ,Well run organization, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24686559.htm, ,2/13/2019,Denver,Colorado,US,Yes,More than 5 years,Full-time,5,4,3,4,4,4, , ,No Rating,Good company to work for,Lower salaries than competitive firms in the area,Increase salaries,Good company to work for, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24504201.htm,"Associate, Ratings",2/2/2019,New York,New York State,US,No,More than 3 years,Full-time,4,3,3,3,3,3,Getting Better,Yes,No Opinion,Fantastic people and a great place for development,Limited growth opportunities as the company is focused on reducing headcount, ,Great learning opportunity, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24453992.htm,Data Analyst,1/30/2019,Denver,Colorado,US,No,More than a year,Full-time,3,2,5,3,4,3, , ,No Rating,"Teamwork and independent work, great place to get your foot in the door of the industry. Learned a lot working here.","Not much room for growth in terms of career path, work can be boring after you get the hang of it. Departments are so siloed it can be frustrating and confusing.", ,Learning experience!, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24397959.htm,Associate,1/26/2019,New York,New York State,US,Yes,More than a year,Full-time,3,3,3,3,3,2,Getting Better,No,No Opinion,"- Great exposure - regularly interact with CEOs and CFOS of clients and MDs of investment banks
- Excellent pay at the pre-associate level given that hours are much more reasonable than banking hours","- Old-school, hierarchical culture 
- Outdated software and processing create major inefficiencies and eat up time
- Lack of management skills development for people at the pre-associate level
- Below market pay for associate and above", ,"Old, hierarchical culture and inefficient processes, but excellent exposure to industry and financial leaders", 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24276666.htm,Director,1/18/2019,San Francisco,California,US,Yes,More than 10 years,Full-time,3,1,4,2,4,4,Staying the Same,No,Disapprove,"Great benefits, great people, interesting work",Few career advancement options except for operations; no future for credit analysts,Provide more career advancement opportunities for credit analysts,"Great people, few career advancement opportunities for analysts", 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24242409.htm, ,1/16/2019, , , ,No,More than 5 years,Freelance,4,4,4,4,3,3, , ,No Rating,Quality matters at this organization - they have very high standards for accuracy.,Don't expect to coast here.  You will need to bring your A game every day., ,High standards, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24212926.htm,Senior Manager,1/15/2019, , , ,No,More than 3 years,Full-time,1,2,3,1,1,1,Getting Better,No,No Opinion,Highly profitable business group operating at the forefront of it's markets.,"Disorganised, disparate corporate functions and functions within functions.  Not collegiate.", ,Senior Manager, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24026899.htm,Managing Director,1/2/2019,New York,New York State,US,Yes,More than 5 years,Full-time,3,3,4,3,4,3,Getting Worse,Yes,Approve,"Good place to learn. Company lead well, making a transition to digital
Good compensation for what you do","You're either inside or outside the loop. Exec Mgmt plays favorites and is in it for themselves largely
Successive waves of RIFs take a toll on the place, make it very unsettling as the company responds to interest rates.","even in a public company, you can cut too much",Constant Churn, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW24010661.htm, ,1/1/2019, , , ,No, ,Full-time,5,0,0,0,0,0, , ,No Rating,"Good work-life balance, competitive salary, good growth paths",Big corporate so a lot of internal bureaucracy to get things started, ,"Good work-life balance, competitive salary, good growth paths for junior employees", 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW23905442.htm,Senior Business Analyst,12/19/2018,New York,New York State,US,Yes,More than 8 years,Full-time,2,3,3,2,1,3,Staying the Same,No,No Opinion,"Definitely a leaning curve when it comes to learning about new technology, systems.",Lot (constant) of management changes and restructuring of the organization. No loyalty factor among employees.,"Treat ur employees well, they’ll take care of your business/customers.",Overall okay experience but could have been better., 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW23868719.htm,Managing Director,12/17/2018,New York,New York State,US,No,More than 10 years,Full-time,3,2,5,2,4,4,Staying the Same, ,No Opinion,"Great learning experience at lower levels of analytic ranks, ability to interact with senior leadership of clients, ability to move within the company to other areas of interest, reasonably good gender balance at all levels, culture supportive of workplace flexibility such as remote working","In the last several years, S&amp;P Global has quietly laid off scores of very experienced senior people at the director, senior director, and managing director levels. In many cases people who were absolute top performers were affected. Most of these layoffs were handled very impersonally, in mass meetings of several to a dozen people all at once. In many cases the affected people's managers were never consulted or even informed until later. Although leadership will give reasons related to improving process and the like, everybody understands it is primarily for cost reasons, despite S&amp;P being an extraordinarily profitable company. The result is that the analytic staff is getting very junior, and the senior people are all very worried. This is a reputation-driven business, where customers want to feel that their analysts are experienced and know their business really well. S&amp;P leadership is betting that the franchise is strong enough the get away with gutting the ranks of senior analysts, managers, and risk management people without damaging their reputation or deal flow. The result is lower morale among experienced staff and more voluntary departures, as people no longer feel that strong performance provides stability to their career at S&amp;P.","Most of senior leadership has never rated a bond issue; they have never walked in analysts' shoes. They shouldn't be surprised if analysts feel they are out of touch. The President seems unaware that certain of his key senior leaders are reviled by the rank and file, hurting morale and the President's credibility. I recommend that the President reach down through a few layers of staff frequently, create a safe environment to listen one-on-one with trusted and experienced staff, to understand how people really feel about his leadership team and its actions.","Great company for entry level staff, but is laying off waves of senior people", 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW23771594.htm,Associate,12/10/2018,Hong Kong, ,Hong Kong,Yes,More than 3 years,Full-time,4,3,3,3,4,5,Getting Better,Yes,No Opinion,"Great culture. Relatively balanced work/life. Great learning opportunity, especially for young people.",Really bad IT infrastructure. Heavy bureaucracy makes things slow down., ,Overall good work experience, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW23576208.htm,Analyst,11/26/2018, , , ,Yes,Less than a year, ,5,5,5,5,5,5,Getting Better,Yes,Approve,"Great team, good ambience and work","challenging work, long stretch work", ,Work place, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW23481159.htm, ,11/19/2018, , , ,Yes, ,Full-time,4,2,4,4,5,4,Getting Better,Yes,Approve,"-Good enough salary to live in Manhattan
-Great exposure to markets
-Historically a great brand","-Company has re-invented itself in recent years (lots of new staff and new criteria) but could come up on top once the dust settles 
-""Sink or swim"" mentality with new associates going into rating committees.  People are expected to learn things fast AN",Create more layers for promotion,Return to Glory?, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW23373860.htm, ,11/12/2018, , , ,Yes, ,Full-time,4,2,3,4,5,0, , ,No Rating,"great work life balance
great leadership","slow technological improvements
compensation could be better", ,decent work place, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW23350983.htm, ,11/9/2018, , , ,Yes, ,Full-time,5,3,4,5,5,4,Getting Better,Yes,Approve,Flexi working good work atmosphere,Poor growth management are meek, ,Renewal specialist, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW23097360.htm, ,10/24/2018, , , ,No, ,Full-time,1,0,0,0,0,0, , ,No Rating,"Good work life balance, decent benefits","Lots of restructuring, even more often than investment banks. Management is myopic, no long term direction. Hire and fire culture.",Actually focus on the growth of the co. and retain talent instead of contributing to a toxic culture.,"Good work life balance, bad management", 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW23020849.htm, ,10/18/2018, , , ,Yes, ,Full-time,3,2,1,2,4,3,Getting Worse,No,Disapprove,"Flexibility, good work life balance",Pay is terrible.  Not investing in their junior staff., ,Invest in your staff if you want to get sector specialists, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW22978387.htm, ,10/16/2018, , , ,Yes, ,Full-time,4,5,3,4,5,5, , ,No Rating,"Great people
Lean organization- you are encouraged to speak up, voice your opinions and interact with senior management of clients already at a very junior level
Work life balance","Relatively low pay in the financial services industry 
Regulation and internal audit weigh on processes and operating efficiency", ,Good company, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW22967673.htm, ,10/15/2018, , , ,No,More than 5 years,Full-time,5,4,5,4,3,5,Getting Better,Yes,No Rating,Great Coworkers and management team truly vested in your success.,Lots of travel for work., ,Account Manager, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW22729250.htm, ,9/30/2018, , , ,Yes, ,Full-time,1,1,3,1,4,1, ,No,Disapprove,Strong company brand and criteria,"All white males in key leadership roles
HR team doesn't have the ability to influence and create change",Berisford should take off his blinders to gain a better understanding of the employee experience,Analytical Excellence without Diversity, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW22675761.htm,Data Manager,9/26/2018,New York,New York State,US,Yes,More than 3 years,Full-time,2,1,2,2,3,2,Getting Worse,No,No Opinion,Office was renovated.  Company is thriving.,Poor management and HR will go against you. They will work to remove benefits from you in any way.,Fire poor managers at once.,Old culture and cutting employees left and right, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW22582181.htm, ,9/20/2018, , , ,Yes, ,Intern,5,0,0,0,0,0, , ,No Rating,"Nice hours, offices, supportive staff",Not really that much to say, ,Summer Analyst, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW22497613.htm,Software Engineer,9/15/2018,Bengaluru,Karnataka,India,Yes,More than 3 years,Full-time,4,3,4,4,4,4,Getting Better,Yes,Approve,"Flexible environment,woking with freindly nature teammate",boundation of doing yourself work.,improve the rule,environment, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW22375516.htm,Analyst-M&A,9/8/2018,New York,New York State,US,No,Less than a year,Full-time,4,3,3,4,5,5,Getting Better,Yes,No Opinion,"Work Life Balance, culture, Learning, benefits","Compensation, Hierarchy, Team Coordination, Follows own models", ,Analyst-Mergers &amp; Acquisitions, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW22053242.htm, ,8/20/2018, , , ,Yes, ,Full-time,3,3,5,3,3,5, , ,No Opinion,very good pay and good work culture,"Analytical employees spend a good portion of their time on non-core, non-analytical internal systems and processes which have no value outside S&amp;P. The company has yet to figure out the optimal systems interface and the analysts are exposed to quite a few operational / back office applications.", ,Good salary and convenient work place at the expense of long term sustainability &amp; market value, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21825929.htm, ,8/6/2018, , , ,No, ,Contract,4,0,0,0,0,0,Getting Better,Yes,No Opinion,Looks great on resume.  Work life balance.,"Constant changes in senior management.  Layoffs, saw some friends get let go.", ,Constant changes, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21822339.htm,Senior Analyst,8/5/2018,Asia,Texas,US,No,More than a year,Full-time,2,1,3,0,3,0, , ,No Rating,compensation and benefits are slightly better than average.,"In tech or support function, processes and incompetent people are too many. Many mid managers just occupy a structure there, are snobbish, and incompetent. They spend their time fiddling with non-work related events and processes.", ,Don't try its tech function., 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21781320.htm, ,8/2/2018,New York,New York State,US,No,More than 10 years,Full-time,3,4,3,2,4,3,Staying the Same,No,Disapprove,Learning opportunities. Exposure to industry leaders.,"Strategy has shifted under new management from a focus on quality products with a client orientation to one of a preoccupation with stockholder value. This translates to continual cost cutting, rushed process changes, etc. It's now an environment where if you want to learn for the first 3 years of your career &amp; exit thereafter, its accommodating. It is no longer a place to form a career as regardless of your value/production, your total comp will hit some level &amp; you will be moved out. Turnover is now constant from the most senior levels all the way down through the ranks.",None. You are what you are.,Director, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21744125.htm, ,7/31/2018, , , ,Yes, ,Full-time,1,0,0,0,0,0, , ,No Rating,Interesting analytical work and meet interesting companies,SD and above jobs not posted. Same ‘friends’ move around and get all the ‘ new’ positions in reorganizations.,Curtail friends &amp; family way of management. Most talented people at company are not getting chance at these senior positions.,Senior Director, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21710665.htm, ,7/29/2018, , , ,Yes, ,Full-time,4,0,0,0,0,0, , ,No Rating,"Opportunities to advance and development
Training
Colleagues","Workload can be very heavy and senior management doesn't help to prioritize. Tight deadlines. 
Payment
Company culture
Systems",Review bonus policy and pay higher salaries. Too many changes at senior level and too often.,Overall good, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21660691.htm, ,7/26/2018, , , ,No, ,Full-time,3,3,3,2,4,3,Staying the Same,No,Approve,"It is a great place to learn about credit and the credit markets. It is also a great place to get to know, in detail, various industry segments.","In my latter years at the firm, the focus appeared to be more on the bottom line than on getting the ratings ""right"". The balance of the two appeared to be skewed to the former.",Remember what brought S&amp;P to be the global leader in credit ratings in the first place. Ratings are a people business.,Not What It Used To Be, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21522077.htm, ,7/17/2018, , , ,No,More than 3 years,Full-time,4,4,3,3,3,4,Staying the Same,Yes,No Opinion,International environment. Proffessional. Cross sector experience.,Too much hours. Low pay, ,Associate, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21391011.htm,Benefits Specialist,7/9/2018,New York,New York State,US,Yes,More than a year,Full-time,5,5,5,5,5,5,Getting Better,Yes,Approve,Outstanding benefits!  Love working here,No complaints!  I work with great people,keep doing what you are doing,Great company to work for!, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21265333.htm, ,6/29/2018, , , ,No, ,Full-time,3,3,3,3,3,3,Staying the Same,Yes,No Opinion,Nette Kollegen mit guter Arbeitsatmosphäre,Wenig Dynamik durch hohe Regulierung, ,Rating Agentur, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21131421.htm,IT Director of Applications Development,6/20/2018,New York,New York State,US,No,More than 10 years, ,4,3,4,2,4,3,Getting Better,Yes,No Opinion,"o	First and foremost, S&amp;P Ratings is a nice place to work and it's a great fit for people who want a good job….. and a life outside of that good job!
o	Good work life balance - I rarely had to work late nights or weekends
o	Great location &amp; pleasant (if uninspiring) office space with great views
o	Flexible work arrangements: working remotely is rarely an issue
o	The company is extremely sound financially (I rode out two recessions there)
o	Definitely not the quintessential ""hire and fire"" financial company, though trending towards more turnover in recent years
o	Respectful, friendly work environment - Type A a**holes are rare
o	Good diversity in the workforce
o	Good vacation / holiday policy: taking all of your vacation is widely accepted
o	Good bonus plan for IT employees - I got as much as 45% some years
o	Salary is competitive
o	401K plan is competitive
o	Benefits are decent","o	S&amp;P core ratings business does well in good years and bad, and profit margins are generally in the 30-40% range. The essential nature of the ratings business has not changed much in decades (though there has been evolution to allow rating of new products). They have few competitors and the barrier to entry into the ratings business is high. Senior management appear to have limited fear of disruption by new players. Consequently, this is not a very dynamic company. It's slow to change, slow to adopt new ideas and technology, and the incentives for excellence are modest in comparison to highly competitive industries. This permeates all aspects of the business, and can be frustrating for motivated employees seeking to innovate and advance through merit 
o	Merit is recognized most of the time, but as with many large financial companies, politics play a disproportionate role in career advancement
o	Continuous turnover of senior IT management in recent years has made life difficult for all IT staff. Priorities and strategic direction are in constant flux
o	Emphasis on off-shoring and near-shoring has lengthened workday and made project execution more challenging for many NYC based IT staff
o	From an IT perspective, S&amp;P is generally playing catch-up when it comes to the latest tech: not the place to be if you want to be at the bleeding edge
o	Regulation and past blunders have created a ton of red tape around software development &amp; deployment, to the point where innovation and creativity often get compromised by laborious, unwieldy and ever expanding processes
o	S&amp;P IT leaders have tried to implement Agile repeatedly, and if questioned would say that Agile is the methodology used for development. In practice, the business rarely accepts this, and IT staff often get caught in the worst of two worlds: the delusional ""fixed-time/fixed-scope/fixed-price world"" of business leadership who initiate and fund the projects, and the ""theoretical Agile world"" of IT leadership who execute the projects", ,Honest Insights into 15 Years at S&amp;P, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21121689.htm, ,6/20/2018, , , ,Yes, ,Full-time,2,2,2,2,3,4,Staying the Same,No,No Opinion,"If your manager doesn’t micro manage, the culture is quite flexible.",Constantly restructuring and doesn’t seem to have clear direction, ,Always restructuring, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW21021832.htm,BI Consultant,6/13/2018, , , ,Yes, , ,1,1,1,1,1,1,Getting Worse,No,Disapprove,Nothing in pro cheat company,all cons. please dont join,This company discriminates against employees. They interviewed me then said they cant have me on board because I am not a citizen. They call themselves equal opportunity employees.,Cheater Company, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW20907250.htm, ,6/5/2018,Frankfurt am Main,Hessen,Germany,Yes, ,Full-time,3,2,3,2,4,4,Staying the Same, ,Disapprove,"Kollegen, Aufgaben, Flexibilität, Fortbildung, leistbares Arbeitspensum","Gehalt, Aufstiegschancen, IT, Bürokratie, viel externe Regulierung","Mitarbeiter merken es irgendwann, wenn Ankündigungen und tatsächliche Handlungen nicht übereinstimmen.",Könnte eigentlich ein tolles Unternehmen sein...., 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW20765177.htm,Software Developer,5/26/2018,Gurgaon,Haryana,India,Yes,More than a year,Full-time,1,1,1,1,4,1,Getting Worse,No,No Opinion,"* Leaves, WFH, facilities.
* Yearly parties and release gifts.","* Salary is including variable.
* Your hard work won't be recognised if your manager doesn't knows about it.
* Lots of favouritism.
* You won't be learning anything new.
* Join only if you don't have passion for doing anything. You'll be doing the same task each and every day.
* Your manager decides your variable and yearly hike. If he decides, you won't even get 'right of doubt'. In this case, you can't complain about your appraisal to anyone.
* Spend more than one year here and you would forget all your technical expertise.","* Don't give the manager so much power.
* Worst appraisal policy.",For those who have no desire., 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW20462915.htm,Operations,5/7/2018,Frankfurt am Main,Hessen,Germany,Yes,More than a year,Full-time,3,1,3,4,4,4,Staying the Same,No,No Opinion,Decent work-life balance; volunteering opportunities;  amazing colleagues; decent benefits; decent office building and facilities; good location with good public transport options.,"Certain Operations teams are so political, toxic  and over-engineered they must be replaced by offshoring and technology as much as possible and be managed from U.S. offices as soon as possible. Graduate Scheme leaves a strong  back taste of gerontophobia and annihilates career prospects of non-front office, talented workers hoping for a change.  Monopolistic towards front-end professional opportunities: as there is no such a thing as a university degree in credit analysis,  at the end of the day it's cronyism which decides who can and who cannot gain this skill.","Clearly and openly share the same opportunities you give under the ""Credit Program"" to other candidates rather than recent grads. The management of some of your operations teams linked to ratings release  has been historically toxic - it's time for some serious  restructuring - you can run these teams from New York perfectly well.",Solid career prospects on the front office realm, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW20444711.htm,Associate Director,5/4/2018,Madrid,Madrid,Spain,No,More than 5 years,Full-time,4,3,3,3,4,4,Getting Better,Yes,Approve,Relatively flexible working hours in comparison to a FI,Highly regulated industry. Few seniorposition s available., ,Associate director Spain, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW20285627.htm, ,4/24/2018, , , ,No, ,Full-time,2,2,2,1,5,3,Staying the Same,No,Disapprove,"They are pretty lax about punctuality, coming in up to 9:30 is acceptable. It is not frowned upon to leave at a reasonable time and be home in time for dinner with your family.","Software and processes are shockingly bad. They are rolled out often without beta testing (/the rollout is the beta test). They are using old, inefficient systems, as a result of which a huge portion of your working day is spent trying to get access to the data and systems you need to do your job effectively. There is also a slight cult around deferring to people who have been there for a long time. My time there made me realise that the misrating of subprime mortgage debt was probably not due to collusion with banks (there is a high level of integrity at the company) but rather the inability to successfully challenge views of long-term, incompetent management. If you challenge the group think, you will just passed over for bonuses, promotion, etc.",Stop wasting your time on name and branding changes.,Worked at S&amp;P Canary Wharf office (in London), 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW20239622.htm,Credit Analyst,4/20/2018,Singapore, ,Singapore,Yes,More than a year,Full-time,3,3,4,2,5,5,Getting Better,No,No Opinion,"- Good work life balance
- Cohesive company and team culture
- Reasonable benefits","- Inefficient and complex work processes
- Perpetually problematic IT systems
- Too much management changes and restructuring",Make small progressive improvements to existing systems instead of major costly overhaul that are increasingly complex and bureaucratic. Existing systems should be integrated for efficiency.,"Pleasant working environment, but poor systems", 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW20135873.htm, ,4/12/2018,New York,New York State,US,Yes,More than a year,Full-time,5,4,4,3,5,5,Getting Better,Yes,Approve,Great Culture and company is highly invested to grow you in various fields especially around technology. Interesting projects and great people to be surrounded by. Work and Life balance is quite manageable.,Not a lot of strong leaders,"In order for the company to be successful, you need right people in the right roles. There are strong junior and mid level managers that are good but senior managers are not very strong leaders.",Senior Manager, 
Standard & Poor's Financial Services LLC,http://www.glassdoor.co.in/Reviews/Employee-Review-S-and-P-Global-Ratings-RVW20094055.htm, ,4/10/2018, , , ,Yes, ,Full-time,5,3,4,4,5,3, , ,No Rating,"Interesting subject matter, exposure to clients' high level executives, opportunities for growth, good work/life balance","Compensation is more determined by length of service than merit, although merit is an important factor", ,Great Place to Work, 
