"","X1","pros_page1","pros_page_rating_value"
"4737",284,"Open work culture - makes it easier to communicate to higher management. 
With offices across the globe in 135 countries, this makes Bloomberg very cross cultural and broad. People with language skills have a good chance when applying for jobs.","5.0"
"4738",284,"Dynamic company. Startup feel with a solid $20B business at its core.","3.0"
"4739",284,"Company invests a lot into training for employees in sales/analytics in their first two years","5.0"
"4740",284,"Working with many smart people, great challenges, high visibility of features to customers.","4.0"
"4741",285,"Working with many smart people, great challenges, high visibility of features to customers.","4.0"
"4742",285,"Open culture, encourage individualism while promoting a strong teamwork ethic","5.0"
"4743",285,"fringe benefits like free snacks, company paid sports league","2.0"
"4744",285,"*Overall compensation is actually quite good, especially for college grads, and exceptional employees can get raises approaching 20% for the first several years of their employment
*Benefits are outstanding.  I do not know anyone else who works for a company that pays 100% of the premium and, for example, two different ophthalmologists remarked to me that I had one of the best vision plans available.  Vacation time... is very good too--20 days plus 9 public holidays.  Compare that to Amex: only 23 days total for employees with 0-4 years of tenure.  Sick time is unlimited, but be careful with that--managers are hyper sensitive to abuse (rightfully so).  Only con with vacation time is that there's little opportunity to grow this--employees with 10+ years get a bump to 23 days, plus public holidays, but that's the max.
*Ample opportunity to move to a new role, although roles in Princeton office are not a varied as the 1,000 employees might suggest
*Bloomberg isn't afraid to promote young, enthusiastic employees.  There are employees who have been with the company for 20 years, but there are plenty with 7 or so that are being groomed as future leaders.  Bloomberg truly is a meritocracy.","4.0"
"4745",285,"You get to work with lots of talented people
Lots of courses to improve your programming skills, financial skills, inter-personal skills etc.","2.0"
"4746",285,"work with young, fun and intelligent people. good benefits and time off","3.0"
"4747",285,"Coaching
Benefits
Network
Training
Global offices
Best name on CV for this industry","5.0"
"4748",285,"Used to be considered a great first job out of college. Food and perks. Decent money","3.0"
"4749",285,"What you learn on the job, great product, cool offices, great place to learn about the broader markets.  Especially as a place to launch your career, it's hard to do better.  If you are interested in the markets to any breadth or depth, you will learn far mor in a year here than in two years in the best MBA program.","5.0"
"4750",285,"Pretty aggressive, and you can learn a lot","4.0"
"4751",286,"Benefits are nice, location is good, plenty of work, can learn new stuff","4.0"
"4752",286,"-Very welcoming to new starters, gain responsibility from day one
-more holiday days than other companies
-Beginning salary in UK for entry level is better than other financial firms","5.0"
"4753",286,"Flexible hours, open kitchen in Skillman office (do not trust people who says it is “free food” – it is part of your compensation. Company estimates that they spent $4600 annually on you and now even mention it in annual compensation statement. But they should be given credit for liberating you from your weekly grocery shopping and a task of finding something to eat in your empty fridge when you are late for the... work), great place to start your carrier when you are just out from college and cannot find a job ANYWHERE because no one needs your business major and, let’s face it, you learned nothing in college, annual summer parties that are actually are not so great as they used to be when company was smaller","2.0"
"4754",286,"Fast paced atmosphere. Everyday is different. You have the opportunity to be creative. The one thing you have to remain true to is that you cannot maintain an inexpensive product and be able to service your clients well.","4.0"
"4755",286,"Very good benefits. Semi-formal culture. Smart co-workers.","2.0"
"4756",286,"Excellent Benefits
Open atmosphere - good way to get to know lots and lots of colleagues, even if you don't work directly with them
Beautiful office space
Company has young, fresh feeling","3.0"
"4757",286,"Amazing work culture, open discussions. Very transparent","5.0"
"4758",286,"Good company if you want to have a good environment of workplace. Also, very good structure.","3.0"
"4759",286,"Good salary, free food (even if it is only snack!!!), great summer parties, okay work.","5.0"
"4760",286,"- Great financial software products
- Steep learning curve
- Exposure to wide range of financial institutions
- Opportunities to interact with high ranking clients within the financial institutions","4.0"
"4761",287,"diverse company
work with intelligent colleagues","4.0"
"4762",287,"*Fast-paced
*Opportunities for those who are prepared to seek it
*Diverse organization - you get the chance to move around","5.0"
